"color","name"
"White Skin","Aurorian #477"
"White Skin","Aurorian #8407"
"Latino Skin","Aurorian #4666"
"White Skin","Aurorian #2166"
"Latino Skin","Aurorian #3345"
"White Skin","Aurorian #7070"
"White Skin","Aurorian #1134"
"Black Skin","Aurorian #6461"
"White Skin","Aurorian #3099"
"White Skin","Aurorian #7895"
"Latino Skin","Aurorian #4203"
"White Skin","Aurorian #2425"
"Latino Skin","Aurorian #8549"
"Latino Skin","Aurorian #9525"
"Black Skin","Aurorian #1469"
"White Skin","Aurorian #4794"
"White Skin","Aurorian #9754"
"Latino Skin","Aurorian #6426"
"Latino Skin","Aurorian #5591"
"White Skin","Aurorian #1620"
"White Skin","Aurorian #3744"
"White Skin","Aurorian #8155"
"Latino Skin","Aurorian #7211"
"White Skin","Aurorian #1006"
"Latino Skin","Aurorian #8699"
"White Skin","Aurorian #4211"
"White Skin","Aurorian #6175"
"White Skin","Aurorian #802"
"Latino Skin","Aurorian #8341"
"White Skin","Aurorian #8404"
"Black Skin","Aurorian #246"
"White Skin","Aurorian #2530"
"White Skin","Aurorian #8602"
"Black Skin","Aurorian #7222"
"Black Skin","Aurorian #8601"
"White Skin","Aurorian #8060"
"White Skin","Aurorian #8034"
"Black Skin","Aurorian #9264"
"Black Skin","Aurorian #5689"
"Latino Skin","Aurorian #9295"
"Latino Skin","Aurorian #7600"
"White Skin","Aurorian #2539"
"Latino Skin","Aurorian #8692"
"Latino Skin","Aurorian #3248"
"Black Skin","Aurorian #9448"
"Latino Skin","Aurorian #998"
"White Skin","Aurorian #2692"
"White Skin","Aurorian #2437"
"Latino Skin","Aurorian #1021"
"White Skin","Aurorian #336"
"White Skin","Aurorian #8390"
"Latino Skin","Aurorian #8538"
"Black Skin","Aurorian #8152"
"Black Skin","Aurorian #9463"
"White Skin","Aurorian #3271"
"Latino Skin","Aurorian #5146"
"Black Skin","Aurorian #272"
"White Skin","Aurorian #2866"
"White Skin","Aurorian #353"
"Black Skin","Aurorian #5212"
"Black Skin","Aurorian #9940"
"White Skin","Aurorian #3547"
"Latino Skin","Aurorian #9561"
"Black Skin","Aurorian #3522"
"Black Skin","Aurorian #4473"
"White Skin","Aurorian #8352"
"White Skin","Aurorian #1271"
"Black Skin","Aurorian #5833"
"White Skin","Aurorian #9696"
"Black Skin","Aurorian #9912"
"Black Skin","Aurorian #7357"
"White Skin","Aurorian #8162"
"White Skin","Aurorian #7198"
"White Skin","Aurorian #1934"
"Black Skin","Aurorian #5810"
"Black Skin","Aurorian #9410"
"Black Skin","Aurorian #5741"
"White Skin","Aurorian #7204"
"White Skin","Aurorian #2565"
"Black Skin","Aurorian #3032"
"White Skin","Aurorian #1435"
"White Skin","Aurorian #4645"
"Black Skin","Aurorian #3127"
"Black Skin","Aurorian #3648"
"Latino Skin","Aurorian #7059"
"Latino Skin","Aurorian #6604"
"White Skin","Aurorian #8778"
"Black Skin","Aurorian #8513"
"White Skin","Aurorian #2839"
"Black Skin","Aurorian #9310"
"White Skin","Aurorian #2289"
"Black Skin","Aurorian #6081"
"White Skin","Aurorian #1925"
"Latino Skin","Aurorian #2874"
"White Skin","Aurorian #8241"
"Latino Skin","Aurorian #9747"
"Latino Skin","Aurorian #4586"
"White Skin","Aurorian #4555"
"Black Skin","Aurorian #376"
"White Skin","Aurorian #5876"
"White Skin","Aurorian #6922"
"White Skin","Aurorian #7294"
"Latino Skin","Aurorian #7992"
"Latino Skin","Aurorian #440"
"White Skin","Aurorian #7689"
"White Skin","Aurorian #2109"
"Black Skin","Aurorian #8845"
"Latino Skin","Aurorian #8208"
"White Skin","Aurorian #562"
"White Skin","Aurorian #4766"
"Latino Skin","Aurorian #9202"
"Black Skin","Aurorian #4696"
"Latino Skin","Aurorian #630"
"White Skin","Aurorian #2063"
"White Skin","Aurorian #8849"
"Latino Skin","Aurorian #1057"
"Black Skin","Aurorian #8797"
"Black Skin","Aurorian #5163"
"Latino Skin","Aurorian #5797"
"Latino Skin","Aurorian #7874"
"Latino Skin","Aurorian #9955"
"Latino Skin","Aurorian #5551"
"Black Skin","Aurorian #4725"
"Latino Skin","Aurorian #2626"
"Black Skin","Aurorian #8651"
"White Skin","Aurorian #7818"
"Latino Skin","Aurorian #1670"
"White Skin","Aurorian #1959"
"Black Skin","Aurorian #3219"
"White Skin","Aurorian #6620"
"White Skin","Aurorian #2867"
"Black Skin","Aurorian #7796"
"White Skin","Aurorian #7775"
"Latino Skin","Aurorian #319"
"White Skin","Aurorian #6400"
"Black Skin","Aurorian #4287"
"Latino Skin","Aurorian #9342"
"Latino Skin","Aurorian #742"
"Latino Skin","Aurorian #6192"
"White Skin","Aurorian #9054"
"White Skin","Aurorian #455"
"White Skin","Aurorian #4119"
"White Skin","Aurorian #5218"
"Black Skin","Aurorian #3379"
"Black Skin","Aurorian #8735"
"White Skin","Aurorian #7166"
"Latino Skin","Aurorian #6729"
"Latino Skin","Aurorian #9121"
"Black Skin","Aurorian #4355"
"White Skin","Aurorian #604"
"Latino Skin","Aurorian #5069"
"Latino Skin","Aurorian #2625"
"Black Skin","Aurorian #9805"
"Latino Skin","Aurorian #8303"
"White Skin","Aurorian #5576"
"White Skin","Aurorian #3258"
"White Skin","Aurorian #5555"
"Latino Skin","Aurorian #6962"
"Black Skin","Aurorian #6501"
"Black Skin","Aurorian #9702"
"Black Skin","Aurorian #16"
"White Skin","Aurorian #6704"
"Latino Skin","Aurorian #8512"
"Latino Skin","Aurorian #9554"
"White Skin","Aurorian #8925"
"Black Skin","Aurorian #7540"
"White Skin","Aurorian #102"
"White Skin","Aurorian #1369"
"White Skin","Aurorian #2415"
"Black Skin","Aurorian #1043"
"White Skin","Aurorian #2928"
"White Skin","Aurorian #503"
"White Skin","Aurorian #966"
"Black Skin","Aurorian #1445"
"Black Skin","Aurorian #9511"
"Black Skin","Aurorian #1548"
"White Skin","Aurorian #3902"
"White Skin","Aurorian #3373"
"Latino Skin","Aurorian #7298"
"Latino Skin","Aurorian #982"
"White Skin","Aurorian #352"
"White Skin","Aurorian #2901"
"White Skin","Aurorian #9753"
"Latino Skin","Aurorian #6894"
"White Skin","Aurorian #1034"
"Latino Skin","Aurorian #85"
"White Skin","Aurorian #6424"
"White Skin","Aurorian #7512"
"White Skin","Aurorian #3264"
"Black Skin","Aurorian #6796"
"White Skin","Aurorian #7904"
"Latino Skin","Aurorian #1336"
"Black Skin","Aurorian #8659"
"White Skin","Aurorian #7097"
"Latino Skin","Aurorian #7549"
"Latino Skin","Aurorian #7243"
"Black Skin","Aurorian #243"
"Black Skin","Aurorian #2884"
"White Skin","Aurorian #6821"
"Black Skin","Aurorian #4681"
"White Skin","Aurorian #1373"
"Black Skin","Aurorian #4046"
"Black Skin","Aurorian #3002"
"White Skin","Aurorian #2379"
"White Skin","Aurorian #7228"
"White Skin","Aurorian #6121"
"White Skin","Aurorian #8477"
"Black Skin","Aurorian #1391"
"White Skin","Aurorian #7336"
"Black Skin","Aurorian #6673"
"Black Skin","Aurorian #1157"
"White Skin","Aurorian #8733"
"White Skin","Aurorian #3129"
"Latino Skin","Aurorian #804"
"Black Skin","Aurorian #6115"
"White Skin","Aurorian #1130"
"White Skin","Aurorian #737"
"Black Skin","Aurorian #5621"
"Black Skin","Aurorian #986"
"White Skin","Aurorian #7436"
"Latino Skin","Aurorian #9379"
"White Skin","Aurorian #781"
"White Skin","Aurorian #7915"
"White Skin","Aurorian #1169"
"Black Skin","Aurorian #1239"
"Black Skin","Aurorian #7679"
"Latino Skin","Aurorian #2862"
"Latino Skin","Aurorian #2577"
"Black Skin","Aurorian #6500"
"Latino Skin","Aurorian #2775"
"White Skin","Aurorian #7819"
"Black Skin","Aurorian #7617"
"Latino Skin","Aurorian #6437"
"Latino Skin","Aurorian #6091"
"Black Skin","Aurorian #412"
"Black Skin","Aurorian #3216"
"White Skin","Aurorian #4912"
"White Skin","Aurorian #8127"
"Latino Skin","Aurorian #723"
"Latino Skin","Aurorian #710"
"Latino Skin","Aurorian #483"
"Latino Skin","Aurorian #771"
"White Skin","Aurorian #886"
"White Skin","Aurorian #3535"
"White Skin","Aurorian #4760"
"White Skin","Aurorian #1056"
"White Skin","Aurorian #6213"
"White Skin","Aurorian #4629"
"White Skin","Aurorian #2390"
"White Skin","Aurorian #4149"
"White Skin","Aurorian #6889"
"Latino Skin","Aurorian #7453"
"Black Skin","Aurorian #2881"
"White Skin","Aurorian #3892"
"White Skin","Aurorian #8234"
"Latino Skin","Aurorian #4503"
"White Skin","Aurorian #5691"
"Latino Skin","Aurorian #7557"
"Black Skin","Aurorian #8349"
"Latino Skin","Aurorian #2224"
"Latino Skin","Aurorian #5319"
"White Skin","Aurorian #3692"
"Latino Skin","Aurorian #2761"
"Black Skin","Aurorian #2635"
"Black Skin","Aurorian #3172"
"White Skin","Aurorian #9656"
"Latino Skin","Aurorian #3897"
"Latino Skin","Aurorian #8385"
"Latino Skin","Aurorian #5291"
"White Skin","Aurorian #6625"
"Latino Skin","Aurorian #5359"
"White Skin","Aurorian #3327"
"White Skin","Aurorian #7509"
"White Skin","Aurorian #3233"
"White Skin","Aurorian #6055"
"Latino Skin","Aurorian #7323"
"White Skin","Aurorian #7609"
"White Skin","Aurorian #7688"
"White Skin","Aurorian #9615"
"Latino Skin","Aurorian #8844"
"Latino Skin","Aurorian #6622"
"Black Skin","Aurorian #1036"
"White Skin","Aurorian #8960"
"Latino Skin","Aurorian #7918"
"Latino Skin","Aurorian #1102"
"White Skin","Aurorian #1225"
"White Skin","Aurorian #6372"
"White Skin","Aurorian #7225"
"White Skin","Aurorian #6774"
"Latino Skin","Aurorian #1868"
"White Skin","Aurorian #9987"
"White Skin","Aurorian #1431"
"White Skin","Aurorian #8076"
"Black Skin","Aurorian #4238"
"White Skin","Aurorian #8626"
"Latino Skin","Aurorian #1386"
"Latino Skin","Aurorian #7929"
"Black Skin","Aurorian #9209"
"Latino Skin","Aurorian #6267"
"White Skin","Aurorian #3553"
"White Skin","Aurorian #9869"
"White Skin","Aurorian #3629"
"White Skin","Aurorian #1004"
"Latino Skin","Aurorian #3321"
"White Skin","Aurorian #6487"
"White Skin","Aurorian #5032"
"White Skin","Aurorian #2966"
"Latino Skin","Aurorian #3679"
"Latino Skin","Aurorian #951"
"Black Skin","Aurorian #8320"
"Latino Skin","Aurorian #9973"
"White Skin","Aurorian #1847"
"White Skin","Aurorian #7187"
"Latino Skin","Aurorian #6342"
"Black Skin","Aurorian #6555"
"Black Skin","Aurorian #8500"
"White Skin","Aurorian #4252"
"White Skin","Aurorian #813"
"White Skin","Aurorian #5597"
"Black Skin","Aurorian #4173"
"Latino Skin","Aurorian #8863"
"Latino Skin","Aurorian #6013"
"Latino Skin","Aurorian #1204"
"Latino Skin","Aurorian #5557"
"Black Skin","Aurorian #1895"
"Black Skin","Aurorian #4140"
"White Skin","Aurorian #2295"
"Latino Skin","Aurorian #6448"
"Latino Skin","Aurorian #5537"
"White Skin","Aurorian #2499"
"White Skin","Aurorian #2142"
"White Skin","Aurorian #1392"
"Black Skin","Aurorian #6294"
"Latino Skin","Aurorian #7394"
"White Skin","Aurorian #3367"
"Black Skin","Aurorian #6657"
"White Skin","Aurorian #1836"
"Latino Skin","Aurorian #6945"
"Black Skin","Aurorian #7890"
"Black Skin","Aurorian #5028"
"Black Skin","Aurorian #8317"
"White Skin","Aurorian #7055"
"Latino Skin","Aurorian #4819"
"White Skin","Aurorian #8802"
"White Skin","Aurorian #6155"
"Latino Skin","Aurorian #8021"
"White Skin","Aurorian #271"
"White Skin","Aurorian #9659"
"Latino Skin","Aurorian #927"
"White Skin","Aurorian #825"
"Black Skin","Aurorian #9011"
"Black Skin","Aurorian #5956"
"White Skin","Aurorian #5627"
"White Skin","Aurorian #3046"
"Latino Skin","Aurorian #358"
"Black Skin","Aurorian #1178"
"White Skin","Aurorian #105"
"White Skin","Aurorian #1096"
"Latino Skin","Aurorian #6972"
"Latino Skin","Aurorian #8508"
"White Skin","Aurorian #7513"
"Black Skin","Aurorian #2700"
"White Skin","Aurorian #1493"
"White Skin","Aurorian #423"
"White Skin","Aurorian #3848"
"Black Skin","Aurorian #7892"
"White Skin","Aurorian #220"
"Black Skin","Aurorian #6033"
"White Skin","Aurorian #8319"
"White Skin","Aurorian #964"
"Latino Skin","Aurorian #1778"
"White Skin","Aurorian #9453"
"Black Skin","Aurorian #1174"
"Latino Skin","Aurorian #4363"
"White Skin","Aurorian #152"
"White Skin","Aurorian #5756"
"Latino Skin","Aurorian #3853"
"Latino Skin","Aurorian #21"
"Latino Skin","Aurorian #1176"
"Latino Skin","Aurorian #3203"
"Black Skin","Aurorian #8343"
"White Skin","Aurorian #1503"
"Black Skin","Aurorian #6236"
"White Skin","Aurorian #3582"
"White Skin","Aurorian #7832"
"Black Skin","Aurorian #9090"
"Black Skin","Aurorian #7249"
"Black Skin","Aurorian #326"
"White Skin","Aurorian #1724"
"White Skin","Aurorian #6474"
"White Skin","Aurorian #9086"
"Black Skin","Aurorian #5067"
"Black Skin","Aurorian #6595"
"Black Skin","Aurorian #7765"
"Latino Skin","Aurorian #8495"
"Black Skin","Aurorian #9826"
"White Skin","Aurorian #9455"
"Black Skin","Aurorian #7709"
"White Skin","Aurorian #3215"
"White Skin","Aurorian #8443"
"Latino Skin","Aurorian #7921"
"White Skin","Aurorian #9690"
"Latino Skin","Aurorian #3329"
"Latino Skin","Aurorian #5247"
"White Skin","Aurorian #8679"
"Black Skin","Aurorian #4918"
"White Skin","Aurorian #37"
"Latino Skin","Aurorian #9521"
"White Skin","Aurorian #1084"
"White Skin","Aurorian #3591"
"Latino Skin","Aurorian #8085"
"Black Skin","Aurorian #5139"
"White Skin","Aurorian #3955"
"White Skin","Aurorian #9159"
"Black Skin","Aurorian #3618"
"White Skin","Aurorian #2112"
"Black Skin","Aurorian #1928"
"Latino Skin","Aurorian #2217"
"Black Skin","Aurorian #147"
"Latino Skin","Aurorian #2386"
"White Skin","Aurorian #2269"
"Latino Skin","Aurorian #7258"
"White Skin","Aurorian #4273"
"White Skin","Aurorian #4395"
"Latino Skin","Aurorian #4616"
"Latino Skin","Aurorian #4944"
"Black Skin","Aurorian #3736"
"Latino Skin","Aurorian #9750"
"White Skin","Aurorian #7180"
"White Skin","Aurorian #4872"
"Black Skin","Aurorian #5310"
"Latino Skin","Aurorian #1734"
"Black Skin","Aurorian #9118"
"White Skin","Aurorian #9691"
"White Skin","Aurorian #9290"
"White Skin","Aurorian #7450"
"White Skin","Aurorian #5504"
"White Skin","Aurorian #9028"
"White Skin","Aurorian #8769"
"White Skin","Aurorian #1379"
"White Skin","Aurorian #3284"
"Black Skin","Aurorian #222"
"Latino Skin","Aurorian #9077"
"Latino Skin","Aurorian #7454"
"Black Skin","Aurorian #1302"
"White Skin","Aurorian #9033"
"Latino Skin","Aurorian #9355"
"Black Skin","Aurorian #9765"
"Latino Skin","Aurorian #7969"
"Latino Skin","Aurorian #7015"
"Black Skin","Aurorian #5896"
"White Skin","Aurorian #9922"
"Latino Skin","Aurorian #9210"
"Latino Skin","Aurorian #1651"
"White Skin","Aurorian #8653"
"Black Skin","Aurorian #6783"
"Black Skin","Aurorian #2130"
"White Skin","Aurorian #1070"
"Latino Skin","Aurorian #5850"
"White Skin","Aurorian #7482"
"White Skin","Aurorian #5917"
"White Skin","Aurorian #9082"
"White Skin","Aurorian #8922"
"White Skin","Aurorian #1843"
"Latino Skin","Aurorian #971"
"Black Skin","Aurorian #4092"
"Latino Skin","Aurorian #2041"
"Black Skin","Aurorian #3658"
"Black Skin","Aurorian #901"
"Black Skin","Aurorian #1568"
"Black Skin","Aurorian #2541"
"Latino Skin","Aurorian #5440"
"White Skin","Aurorian #331"
"White Skin","Aurorian #6166"
"Black Skin","Aurorian #7808"
"Black Skin","Aurorian #1951"
"White Skin","Aurorian #6609"
"White Skin","Aurorian #7427"
"Latino Skin","Aurorian #377"
"White Skin","Aurorian #4026"
"White Skin","Aurorian #7026"
"White Skin","Aurorian #2511"
"Black Skin","Aurorian #911"
"White Skin","Aurorian #1905"
"White Skin","Aurorian #4545"
"White Skin","Aurorian #8750"
"Black Skin","Aurorian #6966"
"Latino Skin","Aurorian #6032"
"White Skin","Aurorian #2850"
"Latino Skin","Aurorian #7344"
"White Skin","Aurorian #9164"
"Latino Skin","Aurorian #3863"
"Black Skin","Aurorian #4260"
"White Skin","Aurorian #6422"
"Black Skin","Aurorian #9823"
"Black Skin","Aurorian #49"
"Latino Skin","Aurorian #8836"
"White Skin","Aurorian #2317"
"Black Skin","Aurorian #2128"
"Black Skin","Aurorian #8126"
"Latino Skin","Aurorian #600"
"Black Skin","Aurorian #4524"
"White Skin","Aurorian #4858"
"White Skin","Aurorian #1048"
"Black Skin","Aurorian #9683"
"White Skin","Aurorian #7836"
"Latino Skin","Aurorian #5580"
"Latino Skin","Aurorian #1307"
"White Skin","Aurorian #3078"
"White Skin","Aurorian #1251"
"Black Skin","Aurorian #6832"
"Black Skin","Aurorian #4875"
"White Skin","Aurorian #6998"
"Latino Skin","Aurorian #9066"
"White Skin","Aurorian #2324"
"White Skin","Aurorian #6920"
"White Skin","Aurorian #2574"
"Black Skin","Aurorian #4577"
"White Skin","Aurorian #4643"
"White Skin","Aurorian #713"
"Latino Skin","Aurorian #9374"
"Latino Skin","Aurorian #2456"
"White Skin","Aurorian #1322"
"Black Skin","Aurorian #7550"
"White Skin","Aurorian #6980"
"White Skin","Aurorian #5880"
"White Skin","Aurorian #7831"
"White Skin","Aurorian #3157"
"Latino Skin","Aurorian #6084"
"White Skin","Aurorian #4399"
"White Skin","Aurorian #5889"
"Latino Skin","Aurorian #1227"
"White Skin","Aurorian #4202"
"Black Skin","Aurorian #8010"
"Latino Skin","Aurorian #116"
"White Skin","Aurorian #3383"
"Latino Skin","Aurorian #4020"
"White Skin","Aurorian #3540"
"White Skin","Aurorian #6541"
"Black Skin","Aurorian #1633"
"White Skin","Aurorian #5232"
"Latino Skin","Aurorian #7051"
"Latino Skin","Aurorian #6764"
"White Skin","Aurorian #6829"
"Black Skin","Aurorian #5751"
"White Skin","Aurorian #4357"
"Black Skin","Aurorian #8288"
"Latino Skin","Aurorian #1126"
"Black Skin","Aurorian #7845"
"Black Skin","Aurorian #9783"
"Black Skin","Aurorian #3049"
"Black Skin","Aurorian #3021"
"Latino Skin","Aurorian #6986"
"Latino Skin","Aurorian #8359"
"Latino Skin","Aurorian #8130"
"White Skin","Aurorian #1135"
"White Skin","Aurorian #9636"
"White Skin","Aurorian #2256"
"Latino Skin","Aurorian #4500"
"Black Skin","Aurorian #3936"
"Latino Skin","Aurorian #4121"
"Black Skin","Aurorian #5086"
"Latino Skin","Aurorian #9400"
"White Skin","Aurorian #2579"
"Black Skin","Aurorian #8159"
"Black Skin","Aurorian #382"
"Latino Skin","Aurorian #122"
"Black Skin","Aurorian #386"
"White Skin","Aurorian #1637"
"White Skin","Aurorian #4553"
"Latino Skin","Aurorian #7114"
"White Skin","Aurorian #7730"
"Black Skin","Aurorian #6362"
"Latino Skin","Aurorian #1321"
"White Skin","Aurorian #7917"
"White Skin","Aurorian #4975"
"White Skin","Aurorian #9339"
"Black Skin","Aurorian #6593"
"White Skin","Aurorian #1683"
"Latino Skin","Aurorian #8627"
"White Skin","Aurorian #4229"
"Black Skin","Aurorian #8099"
"White Skin","Aurorian #4196"
"Black Skin","Aurorian #4342"
"Black Skin","Aurorian #2845"
"White Skin","Aurorian #4407"
"White Skin","Aurorian #6313"
"Latino Skin","Aurorian #6725"
"White Skin","Aurorian #4611"
"Latino Skin","Aurorian #2116"
"White Skin","Aurorian #6298"
"White Skin","Aurorian #356"
"Black Skin","Aurorian #7834"
"Latino Skin","Aurorian #6919"
"White Skin","Aurorian #3152"
"Black Skin","Aurorian #3449"
"Latino Skin","Aurorian #9876"
"Latino Skin","Aurorian #3596"
"Latino Skin","Aurorian #3464"
"Latino Skin","Aurorian #607"
"White Skin","Aurorian #8177"
"Latino Skin","Aurorian #2126"
"White Skin","Aurorian #763"
"Black Skin","Aurorian #3810"
"Black Skin","Aurorian #9540"
"Black Skin","Aurorian #1971"
"White Skin","Aurorian #2026"
"White Skin","Aurorian #8460"
